FileName,InsertionTime(ms)
1000-words.txt,7.0179
5000-words.txt,102.4037
10000-words.txt,57.0682
15000-words.txt,76.9507
20000-words.txt,87.0095
25000-words.txt,114.341
30000-words.txt,143.3831
35000-words.txt,135.8937
40000-words.txt,145.7624
45000-words.txt,158.1274
50000-words.txt,203.6391
